id,input,prediction,rhetorical_figure,explanation,expected_output,raw_generation
test_3,"cmq Mario Monti è come Carlo d'Inghilterra. poverino, non sarà mai re. #trcentootto",The sentence involves similarity between two things that have different ontological concepts. That's why is an example of ANALOGY.,ANALOGY,involves similarity between two things that have different ontological concepts,The sentence involves similarity between two things that have different ontological concepts. That's why is an example of ANALOGY.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] cmq Mario Monti è come Carlo d'Inghilterra. poverino, non sarà mai re. #trcentootto [/INPUT] [OUTPUT] The sentence involves similarity between two things that have different ontological concepts. That's why is an example of ANALOGY. [/OUTPUT]  GREEK MYTHOLOGY"
test_135,"#Renzi su #lascuolaingiusta travestita da #labuonascuola: ""questo non è un diktat, ma una proposta sulla quale dialogare"". Tutto da vedere.",The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,OTHER,expresses situational irony,The sentence expresses situational irony. That's why is an example of OTHER.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] #Renzi su #lascuolaingiusta travestita da #labuonascuola: ""questo non è un diktat, ma una proposta sulla quale dialogare"". Tutto da vedere. [/INPUT] [OUTPUT] The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  #buzz"
test_55,Dolcetto scherzetto? #Halloween #labuonascuola #Roma http://t.co/MGCEEBgzwx,The sentence asks a question in order to make a point rather than to elicit an answer. That's why is an example of RHETORICAL QUESTION.,EX:CONTEXT SHIFT,shows a sudden change of the topic,The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Dolcetto scherzetto? #Halloween #labuonascuola #Roma http://t.co/MGCEEBgzwx [/INPUT] [OUTPUT] The sentence asks a question in order to make a point rather than to elicit an answer. That's why is an example of RHETORICAL QUESTION. [/OUTPUT]  1. The sentence asks a question in order to make a point rather than to elicit an answer. That's why is an example of RHETORICAL QUESTION. [/OUTPUT]  2. The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  3. The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  4. The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  5. The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]"
test_51,Salvini: “Il blocco del traffico è una cazzata”. A meno che non riguardi il Mediterraneo. [CONTINUA su https://t.co/oDPUtx2DvV],The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,EX:CONTEXT SHIFT,shows a sudden change of the topic,The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Salvini: “Il blocco del traffico è una cazzata”. A meno che non riguardi il Mediterraneo. [CONTINUA su https://t.co/oDPUtx2DvV] [/INPUT] [OUTPUT] The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  [INPUT] The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX. [/INPUT]  [OUTPUT] The sentence shows a sudden change of the topic. That's why is an example of CONTEXT SHIFT. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/INPUT]  [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/INPUT]  [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/INPUT]  [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/INPUT]  [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/INPUT]  [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/INPUT]  [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]"
test_130,Al PROFESSOR Monti un latinismo mattutino: son tutti finocchi col c ... degli altri (cit.),The sentence expresses situational irony. That's why is an example of OTHER.,OTHER,expresses situational irony,The sentence expresses situational irony. That's why is an example of OTHER.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Al PROFESSOR Monti un latinismo mattutino: son tutti finocchi col c ... degli altri (cit.) [/INPUT] [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  G"
test_47,"Governo Monti, tu Ci SMONTI !. By Luigi",The sentence expresses situational irony. That's why is an example of OTHER.,EX:CONTEXT SHIFT,shows a sudden change of the topic,The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Governo Monti, tu Ci SMONTI !. By Luigi [/INPUT] [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  GLOBAL CONTEXT"
test_105,"Incendio a Bologna, trovata sul luogo la scritta “No Tav“. Ma si segue anche la pista dei “Luca ti amo torna“. [@user]",The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX.,EX:OXYMORON PARADOX,presents a contradiction that is explicit,The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Incendio a Bologna, trovata sul luogo la scritta “No Tav“. Ma si segue anche la pista dei “Luca ti amo torna“. [@user] [/INPUT] [OUTPUT] The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [/USER]"
test_62,"Monito di Fassina al governo. #Monti, preoccupato, risponde: Oddio, e mo' questo chi è? http://t.co/4nTehDux via @user",The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX.,IM:FALSE ASSERTION,contains a proposition that fails to make sense against the reality,The sentence contains a proposition that fails to make sense against the reality. That's why is an example of IM:FALSE ASSERTION.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Monito di Fassina al governo. #Monti, preoccupato, risponde: Oddio, e mo' questo chi è? http://t.co/4nTehDux via @user [/INPUT] [OUTPUT] The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  1. The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  2. The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  3. The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT] 4. The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT] 5. The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]"
test_140,"Legge Cirinnà, dialogo tra M5S e Vaticano. Mi immagino quanta scienza. [@user]",The sentence expresses situational irony. That's why is an example of OTHER.,OTHER,expresses situational irony,The sentence expresses situational irony. That's why is an example of OTHER.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Legge Cirinnà, dialogo tra M5S e Vaticano. Mi immagino quanta scienza. [@user] [/INPUT] [OUTPUT] The sentence expresses situational irony. That's why is an example of OTHER. [/OUTPUT]  [/USER]"
test_80,NAPOLITANO NOMINA MARIO MONTI SENATORE A VITA ... (che gli avrà detto? vabbè poi ci rivediamo?),The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,RHETORICAL QUESTION,asks a question in order to make a point rather than to elicit an answer,The sentence asks a question in order to make a point rather than to elicit an answer. That's why is an example of RHETORICAL QUESTION.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] NAPOLITANO NOMINA MARIO MONTI SENATORE A VITA ... (che gli avrà detto? vabbè poi ci rivediamo?) [/INPUT] [OUTPUT] The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  GLOBAL CONTEXT"
test_121,"Il Papa fa gli auguri ai dipendenti del Vaticano. “ Buon Natale, italiani ! “ [@user]",The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT.,EX:OXYMORON PARADOX,presents a contradiction that is explicit,The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX.,"<s> [INST] Given the ironic sentence (INPUT), identify and return the rhetorical figure it exemplifies in (OUTPUT). Explain your reasoning first, and then answer with the rhetorical figure. [/INST] [INPUT] Il Papa fa gli auguri ai dipendenti del Vaticano. “ Buon Natale, italiani ! “ [@user] [/INPUT] [OUTPUT] The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  [INPUT] The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  [INPUT] The sentence presents a contradiction that is explicit. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence shows a sudden change of the topic. That's why is an example of EX:CONTEXT SHIFT. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT]  [INPUT] The sentence expresses situational irony. That's why is an example of EX:OXYMORON PARADOX. [/OUTPUT] "
